Aaapai;Ano;Apf;Apreensao Drogas Sem Autor;Cmba;Cmp;Furto Bicicleta;Mcirc;Mes;Mes Ano;Munic;Mês (Nome);Posse Drogas;Regiao;Roubo Bicicleta;Trafico Drogas;Aisp;Ameaca;Apreensao Drogas;Cisp;Cvli;Encontro Cadaver;Encontro Ossada;Estelionato;Estupro;Extorsao;Fase;Furto Celular;Furto Coletivo;Furto Transeunte;Furto Veiculos;Hom Culposo;Hom Doloso;Hom Por Interv Policial;Latrocinio;Lesao Corp Culposa;Lesao Corp Dolosa;Lesao Corp Morte;Letalidade Violenta;Outros Furtos;Outros Roubos;Pessoas Desaparecidas;Pol Civis Mortos Serv;Pol Militares Mortos Serv;Recuperacao Veiculos;Registro Ocorrencias;Risp;Roubo Apos Saque;Roubo Banco;Roubo Carga;Roubo Celular;Roubo Comercio;Roubo Conducao Saque;Roubo Cx Eletronico;Roubo Em Coletivo;Roubo Residencia;Roubo Rua;Roubo Transeunte;Roubo Veiculo;Sequestro;Sequestro Relampago;Tentat Hom;Total Furtos;Total Roubos
14;2018;42;1;1;3;1;3303500;6;2018m06;Nova Iguaçu;Junho;1;Baixada Fluminense;0;21;20;60;23;56;11;0;0;27;10;3;3;6;2;7;19;2;11;7;0;26;102;0;18;29;32;7;0;0;38;827;3;1;0;5;27;4;0;0;33;2;216;156;81;0;0;15;64;341
10;2018;33;1;1;13;2;3301702;6;2018m06;Duque de Caxias;Junho;0;Baixada Fluminense;0;16;15;34;16;62;5;0;0;13;3;2;3;2;1;5;9;4;5;5;0;12;49;0;10;21;12;6;0;0;20;467;3;1;0;3;21;6;0;0;7;2;139;111;42;0;0;8;40;205
23;2018;82;0;2;17;1;3305109;6;2018m06;São João de Meriti;Junho;0;Baixada Fluminense;0;39;21;98;39;64;8;0;0;67;19;1;3;27;2;20;46;3;8;5;0;53;150;0;13;72;129;10;0;0;93;1582;3;3;0;37;80;12;0;0;39;2;321;202;216;0;0;8;168;720
4;2018;5;3;0;4;3;3303609;7;2018m07;Paracambi;Julho;2;Baixada Fluminense;0;5;24;25;10;51;0;0;0;3;0;1;3;1;0;1;4;0;0;0;0;6;25;0;0;20;1;1;0;0;3;149;3;0;0;4;5;0;0;0;0;0;8;3;3;0;0;1;29;16
7;2018;29;1;0;3;1;3303203;7;2018m07;Nilópolis;Julho;0;Baixada Fluminense;0;9;20;46;10;57;1;0;0;29;0;0;3;7;5;16;8;1;1;0;0;19;76;0;1;37;38;7;0;0;9;665;3;0;0;2;32;4;0;0;6;0;198;160;64;0;0;1;74;306
2;2018;8;0;3;10;2;3302502;7;2018m07;Magé;Julho;0;Baixada Fluminense;0;2;34;34;2;66;10;0;0;18;7;1;3;7;1;6;10;1;10;0;0;20;52;0;10;33;20;5;0;0;0;381;3;0;0;2;10;1;0;0;1;0;59;48;9;0;0;2;59;91
0;2018;4;0;0;2;0;3301702;7;2018m07;Duque de Caxias;Julho;0;Baixada Fluminense;0;0;15;14;0;61;1;0;0;4;1;1;3;0;0;0;3;0;1;0;0;5;24;0;1;11;1;0;0;0;12;143;3;0;0;4;2;2;0;0;2;1;18;14;14;0;0;2;14;40
3;2018;10;0;0;10;2;3305554;7;2018m07;Seropédica;Julho;1;Baixada Fluminense;0;3;24;23;4;48;3;0;0;8;1;2;3;3;0;3;3;2;3;0;0;15;19;0;3;21;12;1;0;0;7;232;3;0;0;4;5;0;0;0;5;1;30;20;14;0;0;4;32;61
2;2018;20;5;1;10;0;3302270;7;2018m07;Japeri;Julho;0;Baixada Fluminense;0;9;24;28;14;63;8;0;0;3;3;0;3;3;2;6;6;3;8;9;0;8;25;0;17;16;6;4;0;0;19;272;3;0;0;1;4;1;0;0;3;2;27;20;17;0;0;2;33;54
7;2018;34;0;1;5;0;3302858;7;2018m07;Mesquita;Julho;0;Baixada Fluminense;0;21;20;56;21;53;2;0;0;24;7;0;3;9;0;22;18;0;2;1;0;27;57;0;3;36;19;4;0;0;20;619;3;1;0;7;29;1;0;0;35;0;158;94;37;0;0;2;85;223
1;2018;16;0;0;3;2;3304144;7;2018m07;Queimados;Julho;1;Baixada Fluminense;0;5;24;33;6;55;10;0;0;14;6;1;3;13;1;17;11;4;10;0;0;13;41;0;10;22;10;11;0;0;6;370;3;1;0;7;15;2;0;0;6;4;61;40;21;0;0;18;66;106
3;2018;11;0;0;3;0;3301702;8;2018m08;Duque de Caxias;Agosto;0;Baixada Fluminense;0;1;15;17;1;61;1;0;0;7;1;0;3;2;0;2;2;0;1;0;0;5;25;0;1;11;4;1;0;0;11;138;3;0;0;1;8;0;0;0;1;0;21;12;8;0;0;0;17;34
3;2018;17;1;1;4;3;3303609;8;2018m08;Paracambi;Agosto;4;Baixada Fluminense;0;9;24;27;13;51;0;0;0;5;0;1;3;5;2;1;2;0;0;0;0;10;29;0;0;9;3;0;0;0;2;169;3;0;0;5;7;0;0;0;1;0;13;5;1;0;0;3;22;22
4;2018;15;2;4;16;1;3302502;8;2018m08;Magé;Agosto;2;Baixada Fluminense;0;16;34;27;20;65;1;0;0;8;3;1;3;8;1;6;6;0;1;0;0;12;48;0;1;18;2;3;0;0;9;275;3;0;0;3;5;2;0;0;3;0;29;21;3;0;0;0;40;39
2;2018;10;1;0;6;0;3301850;8;2018m08;Guapimirim;Agosto;1;Baixada Fluminense;0;4;34;29;6;67;4;0;0;6;6;0;3;2;0;0;5;1;4;0;0;12;30;0;4;29;4;1;0;0;5;177;3;0;0;0;2;4;0;0;0;0;14;12;6;0;0;0;36;28
1;2018;17;0;6;10;1;3304144;8;2018m08;Queimados;Agosto;0;Baixada Fluminense;0;4;24;32;4;55;6;0;0;16;2;0;3;10;3;5;17;0;6;3;0;11;38;0;9;27;9;3;0;0;21;410;3;0;0;3;18;4;0;0;3;2;70;49;22;0;0;2;63;110
3;2018;18;0;5;9;1;3305554;8;2018m08;Seropédica;Agosto;3;Baixada Fluminense;0;4;24;34;7;48;3;0;0;7;3;2;3;6;4;2;7;0;3;2;0;6;26;0;5;28;19;1;0;0;9;307;3;0;0;8;16;2;0;0;6;2;53;31;8;0;0;7;48;92
1;2018;14;1;0;8;0;3302270;8;2018m08;Japeri;Agosto;0;Baixada Fluminense;0;12;24;27;13;63;3;0;0;4;8;2;3;3;1;5;8;0;3;2;0;14;28;0;5;10;24;4;0;0;25;291;3;1;0;2;4;4;0;0;1;0;37;32;17;0;0;15;27;85
7;2018;33;2;9;32;0;3303500;8;2018m08;Nova Iguaçu;Agosto;1;Baixada Fluminense;0;1;20;43;4;52;0;0;0;79;2;5;3;12;7;39;35;0;0;3;0;29;39;0;3;110;17;4;0;0;62;963;3;1;0;4;23;12;0;0;23;0;203;157;54;0;0;4;203;291
7;2018;24;0;3;15;2;3303203;8;2018m08;Nilópolis;Agosto;1;Baixada Fluminense;0;6;20;51;7;57;3;0;0;28;2;1;3;4;3;15;8;4;3;0;0;27;63;0;3;49;19;1;0;0;12;634;3;2;0;0;32;1;0;0;3;0;167;132;64;0;0;3;81;253
8;2018;22;0;2;7;0;3301702;8;2018m08;Duque de Caxias;Agosto;1;Baixada Fluminense;0;11;15;47;12;60;10;0;0;19;8;0;3;8;2;3;24;0;10;2;0;13;72;0;12;30;24;3;0;0;33;675;3;2;0;12;37;5;0;0;30;2;187;120;78;0;0;11;67;310
0;2018;2;0;0;0;0;3301702;9;2018m09;Duque de Caxias;Setembro;0;Baixada Fluminense;0;0;15;17;0;61;2;0;0;3;2;0;3;1;0;1;5;0;2;0;0;12;24;0;2;11;1;2;0;0;4;116;3;0;0;1;1;1;0;0;1;0;17;15;9;0;0;1;18;29
2;2018;8;2;1;8;0;3303609;9;2018m09;Paracambi;Setembro;4;Baixada Fluminense;0;5;24;20;10;51;1;0;0;8;0;0;3;3;0;3;3;0;1;0;0;9;17;0;1;13;5;0;0;0;1;138;3;0;0;4;3;0;0;0;0;0;9;6;5;0;0;1;22;23
1;2018;20;0;1;11;2;3302502;9;2018m09;Magé;Setembro;2;Baixada Fluminense;0;2;34;45;4;66;1;0;0;15;9;0;3;4;1;4;6;2;1;0;0;18;85;0;1;45;10;1;0;0;11;384;3;0;0;1;13;1;0;0;4;0;58;41;6;0;0;5;62;76
1;2018;10;0;2;1;0;3301850;9;2018m09;Guapimirim;Setembro;3;Baixada Fluminense;0;2;34;19;5;67;1;0;0;2;3;0;3;2;0;0;3;1;1;0;0;13;19;0;1;10;1;0;0;0;3;129;3;0;0;0;0;2;0;0;1;1;9;8;5;0;0;1;15;18
4;2018;8;0;0;25;1;3301702;9;2018m09;Duque de Caxias;Setembro;1;Baixada Fluminense;0;1;15;35;2;62;12;0;0;14;1;0;3;0;0;10;9;1;12;1;0;17;59;0;13;21;13;1;0;0;29;442;3;1;0;7;19;8;0;0;10;0;115;86;33;0;0;6;41;177
0;2018;37;1;1;11;1;3303500;9;2018m09;Nova Iguaçu;Setembro;0;Baixada Fluminense;0;5;20;106;6;58;15;0;0;28;11;1;3;8;1;6;37;4;15;0;0;47;174;0;15;35;28;20;0;0;35;966;3;1;0;9;60;4;0;0;14;0;196;122;95;0;0;6;88;333
1;2018;11;1;1;13;0;3303203;9;2018m09;Nilópolis;Setembro;1;Baixada Fluminense;0;4;20;42;6;57;1;0;0;20;6;3;3;9;1;14;12;3;1;0;0;42;51;0;1;99;34;3;0;0;10;676;3;2;0;1;24;5;0;0;0;0;134;110;70;0;0;3;135;246
6;2018;18;0;0;27;0;3302502;9;2018m09;Magé;Setembro;1;Baixada Fluminense;0;11;34;19;12;65;3;0;0;8;4;0;3;5;1;5;6;0;3;1;0;7;38;0;4;27;4;2;0;0;9;285;3;2;0;1;10;2;0;0;5;2;39;24;10;0;0;2;44;60
6;2018;33;0;2;20;3;3303500;9;2018m09;Nova Iguaçu;Setembro;0;Baixada Fluminense;0;2;20;54;2;52;2;0;0;63;6;3;3;17;2;40;27;3;2;1;0;41;41;0;3;90;23;3;0;0;23;795;3;4;0;2;38;13;0;0;23;0;185;124;73;0;0;4;179;300
5;2018;17;0;0;10;1;3302007;9;2018m09;Itaguaí;Setembro;0;Baixada Fluminense;0;3;24;39;3;50;3;0;0;16;8;0;3;4;0;9;0;5;3;5;0;14;41;0;8;34;7;2;0;0;13;300;3;4;0;1;7;1;0;0;5;3;49;37;19;0;0;6;48;84
3;2018;13;2;0;6;4;3303609;10;2018m10;Paracambi;Outubro;1;Baixada Fluminense;0;6;24;17;9;51;4;0;0;5;1;0;3;5;0;1;2;0;4;0;0;12;16;0;4;16;2;3;0;0;7;154;3;0;0;4;2;1;0;0;0;0;8;6;6;0;0;0;28;21
5;2018;15;1;1;16;4;3302502;10;2018m10;Magé;Outubro;2;Baixada Fluminense;0;8;34;25;11;65;1;0;0;5;8;0;3;3;1;4;5;0;1;3;0;19;43;0;4;16;2;2;0;0;10;286;3;0;0;2;14;1;0;0;11;0;51;26;7;0;0;2;33;63
1;2018;20;1;5;11;0;3305554;10;2018m10;Seropédica;Outubro;3;Baixada Fluminense;0;7;24;24;11;48;4;0;0;14;2;0;3;1;0;2;8;1;4;0;0;9;36;0;4;9;9;3;0;0;8;235;3;0;0;5;8;3;0;0;1;0;22;13;5;0;0;4;20;44
0;2018;7;0;0;3;1;3301702;10;2018m10;Duque de Caxias;Outubro;0;Baixada Fluminense;0;0;15;14;0;61;1;0;0;4;4;1;3;1;0;1;4;1;1;0;0;9;22;0;1;13;7;1;0;0;4;132;3;0;0;4;5;2;0;0;1;0;15;9;11;0;0;0;20;39
2;2018;8;1;2;2;1;3301850;10;2018m10;Guapimirim;Outubro;2;Baixada Fluminense;0;4;34;18;7;67;3;0;0;6;5;2;3;4;1;5;1;4;3;0;0;32;17;0;3;22;2;1;0;0;8;211;3;0;0;2;3;0;0;0;1;0;14;10;9;0;0;0;34;27
0;2018;10;0;0;5;0;3302270;10;2018m10;Japeri;Outubro;1;Baixada Fluminense;0;5;24;20;6;63;3;0;0;4;4;0;3;2;0;1;6;0;3;5;0;1;34;0;8;20;6;7;0;0;16;207;3;0;0;1;7;1;0;0;3;2;34;24;17;0;0;2;29;61
7;2018;30;0;3;5;1;3303500;10;2018m10;Nova Iguaçu;Outubro;0;Baixada Fluminense;0;14;20;80;14;56;12;0;0;22;9;2;3;5;2;5;19;2;12;2;0;26;81;0;14;56;39;8;0;0;45;824;3;1;0;5;31;4;0;0;18;0;189;140;79;0;0;7;88;317
0;2018;12;1;0;3;0;3301702;10;2018m10;Duque de Caxias;Outubro;0;Baixada Fluminense;0;6;15;41;7;62;7;0;0;12;5;0;3;3;2;9;15;1;7;5;0;13;45;0;12;34;8;7;0;0;24;470;3;1;0;7;29;4;0;0;5;1;125;91;49;0;0;5;63;195
17;2018;65;0;2;23;1;3300456;10;2018m10;Belford Roxo;Outubro;0;Baixada Fluminense;0;23;39;116;23;54;16;0;0;35;9;3;3;9;8;9;38;4;16;9;0;43;154;0;25;49;86;13;0;0;114;1324;3;1;0;36;42;3;0;0;16;1;248;190;158;0;0;17;114;533
6;2018;20;1;1;3;1;3303203;10;2018m10;Nilópolis;Outubro;0;Baixada Fluminense;0;1;20;40;2;57;3;0;0;33;12;1;3;9;4;18;11;0;3;0;0;10;61;0;3;41;16;4;0;0;19;605;3;4;0;3;36;1;0;0;8;1;169;125;68;0;0;2;84;262
2;2018;12;1;0;3;1;3303609;11;2018m11;Paracambi;Novembro;8;Baixada Fluminense;0;5;24;22;13;51;1;0;0;7;0;0;3;1;0;1;3;0;1;0;0;0;13;0;1;14;5;1;0;0;3;131;3;0;0;4;0;1;0;0;0;0;6;6;3;0;0;0;20;19
0;2018;15;1;1;2;0;3302270;11;2018m11;Japeri;Novembro;0;Baixada Fluminense;0;8;24;14;9;63;5;0;0;3;2;1;3;1;1;1;2;0;5;2;0;6;45;0;7;11;3;1;0;0;17;186;3;0;0;2;4;1;0;0;2;0;31;25;10;0;0;3;16;47
8;2018;31;1;2;14;1;3302858;11;2018m11;Mesquita;Novembro;0;Baixada Fluminense;0;14;20;54;14;53;2;0;0;18;6;3;3;4;5;12;18;0;2;0;0;29;79;0;2;38;11;10;0;0;18;651;3;0;0;3;28;0;0;0;28;0;179;123;45;0;0;2;78;238
0;2018;15;0;6;8;1;3305554;11;2018m11;Seropédica;Novembro;3;Baixada Fluminense;0;3;24;25;6;48;3;0;0;15;2;0;3;2;0;1;4;1;3;0;0;9;23;0;3;25;10;0;0;0;11;244;3;0;0;4;5;4;0;0;0;0;26;21;12;0;0;0;33;56
7;2018;13;1;0;4;4;3301702;11;2018m11;Duque de Caxias;Novembro;0;Baixada Fluminense;0;8;15;40;9;62;7;0;0;6;1;0;3;3;0;6;5;0;7;2;0;13;51;0;9;26;9;8;0;0;28;419;3;0;0;6;23;2;0;0;3;1;134;108;36;0;0;1;44;188
1;2018;9;0;0;1;0;3301850;11;2018m11;Guapimirim;Novembro;2;Baixada Fluminense;0;5;34;16;7;67;1;0;0;2;1;0;3;0;0;7;1;2;1;0;0;8;16;0;1;18;4;3;0;0;1;133;3;0;0;1;1;0;0;0;0;3;7;6;4;0;0;0;26;19
7;2018;11;1;0;17;2;3302502;11;2018m11;Magé;Novembro;3;Baixada Fluminense;0;4;34;27;8;65;3;0;0;7;4;0;3;3;0;1;3;0;3;1;0;9;33;0;4;28;6;0;0;0;7;237;3;1;0;1;7;2;0;0;6;0;30;17;4;0;0;2;37;44
8;2018;38;2;0;4;1;3303500;11;2018m11;Nova Iguaçu;Novembro;0;Baixada Fluminense;0;8;20;121;10;58;6;0;0;18;14;1;3;11;3;5;18;7;6;0;0;43;145;0;6;44;14;10;0;0;34;933;3;1;0;14;42;6;0;0;18;1;206;146;113;0;0;5;82;355
6;2018;49;0;1;9;3;3301702;11;2018m11;Duque de Caxias;Novembro;0;Baixada Fluminense;0;13;15;53;13;60;8;0;0;15;12;3;3;4;2;7;39;3;8;8;0;29;87;0;16;24;34;4;0;0;27;835;3;2;0;18;39;11;0;0;73;1;234;122;123;0;0;15;79;423
1;2018;12;0;0;6;1;3304144;11;2018m11;Queimados;Novembro;0;Baixada Fluminense;0;3;24;38;3;55;7;0;0;21;8;1;3;6;1;2;9;0;7;4;0;19;30;0;11;28;3;2;0;0;10;334;3;2;0;1;15;4;0;0;2;3;44;27;15;0;0;8;47;72
2;2018;23;0;0;5;0;3303203;11;2018m11;Nilópolis;Novembro;3;Baixada Fluminense;0;4;20;51;7;57;3;0;0;31;5;1;3;10;0;19;6;0;3;0;0;13;65;0;3;39;20;1;0;0;14;591;3;3;0;3;31;2;0;0;5;1;159;123;86;0;0;3;74;274
22;2018;79;0;1;25;1;3305109;11;2018m11;São João de Meriti;Novembro;3;Baixada Fluminense;0;13;21;122;16;64;11;0;0;75;9;4;3;20;8;28;44;2;11;4;0;75;148;0;15;94;67;6;0;0;164;2048;3;6;0;62;76;12;0;0;66;2;406;264;191;0;0;11;195;746
0;2018;1;0;0;1;1;3301702;12;2018m12;Duque de Caxias;Dezembro;0;Baixada Fluminense;0;0;15;9;0;61;4;0;0;3;3;1;3;1;0;0;8;0;4;0;0;5;16;0;4;8;0;5;0;0;5;124;3;0;0;4;4;1;0;0;3;0;23;16;10;0;0;0;18;38
4;2018;18;0;2;1;0;3302858;12;2018m12;Mesquita;Dezembro;2;Baixada Fluminense;0;10;20;60;12;53;1;0;0;21;7;2;3;5;3;7;20;2;1;3;0;22;70;0;4;33;10;3;0;0;26;621;3;0;0;12;31;2;0;0;36;0;153;86;33;0;0;2;68;210
4;2018;9;1;0;2;0;3301850;12;2018m12;Guapimirim;Dezembro;1;Baixada Fluminense;0;3;34;18;5;67;2;0;0;4;0;0;3;1;2;2;2;0;2;0;0;11;16;0;2;24;3;0;0;0;1;137;3;0;0;0;5;0;0;0;0;1;12;7;6;0;0;0;31;22
1;2018;6;2;1;3;0;3303609;12;2018m12;Paracambi;Dezembro;0;Baixada Fluminense;0;3;24;19;5;51;3;0;0;8;0;1;3;0;0;0;3;0;3;0;0;1;28;0;3;11;1;3;0;0;4;135;3;0;0;2;2;2;0;0;0;1;6;4;3;0;0;1;14;15
3;2018;14;0;0;19;1;3302502;12;2018m12;Magé;Dezembro;1;Baixada Fluminense;0;7;34;25;8;65;1;0;0;7;3;0;3;4;1;6;4;3;1;0;0;9;34;0;1;18;8;4;0;0;6;250;3;0;0;2;7;2;0;0;9;1;27;11;5;0;0;3;34;45
1;2018;15;0;0;7;0;3302502;12;2018m12;Magé;Dezembro;1;Baixada Fluminense;0;3;34;70;3;66;3;0;0;10;6;2;3;1;2;1;5;0;3;0;0;22;82;0;3;44;12;5;0;0;10;382;3;1;0;4;11;0;0;0;1;0;37;25;10;0;0;2;53;64
0;2018;30;0;3;9;1;3303500;12;2018m12;Nova Iguaçu;Dezembro;1;Baixada Fluminense;0;2;20;37;3;52;3;0;0;78;2;5;3;23;11;51;38;1;3;1;0;32;50;0;4;120;21;5;0;0;44;1034;3;1;0;5;51;6;0;0;41;0;268;176;61;0;0;0;244;362
9;2018;34;0;0;8;0;3305109;12;2018m12;São João de Meriti;Dezembro;1;Baixada Fluminense;0;8;21;129;9;64;10;0;0;52;19;2;3;11;5;22;36;2;10;2;0;72;165;0;12;87;67;16;0;0;89;1461;3;2;0;46;59;11;0;0;26;8;309;224;136;0;0;27;161;579
9;2018;85;2;1;24;0;3301702;1;2018m01;Duque de Caxias;Janeiro;3;Baixada Fluminense;1;24;15;138;29;59;6;0;0;64;13;5;3;31;8;60;39;4;6;4;0;38;144;0;10;142;81;6;0;0;198;2017;3;1;0;62;103;14;0;0;82;1;530;345;176;0;0;15;280;866
5;2018;19;0;0;13;1;3302502;3;2018m03;Magé;Março;1;Baixada Fluminense;1;7;34;28;8;65;4;0;0;11;4;0;3;1;1;8;2;2;4;2;0;9;33;0;6;24;3;2;0;0;15;293;3;1;0;2;9;6;0;0;7;0;54;38;11;0;0;6;37;78
1;2018;8;0;0;2;0;3301850;7;2018m07;Guapimirim;Julho;1;Baixada Fluminense;1;5;34;25;6;67;2;0;0;7;3;0;3;1;0;2;2;2;2;0;0;7;24;0;2;18;7;3;0;0;3;159;3;0;0;1;4;4;0;0;1;1;13;8;4;0;0;0;23;31
9;2018;22;0;4;25;0;3301702;8;2018m08;Duque de Caxias;Agosto;0;Baixada Fluminense;1;14;15;33;14;62;9;0;0;15;5;2;3;5;2;4;10;0;9;2;0;15;34;0;11;29;15;2;0;0;44;518;3;0;0;3;27;3;0;0;8;0;148;113;47;0;0;8;50;217
0;2018;8;0;0;2;0;3304144;12;2018m12;Queimados;Dezembro;1;Baixada Fluminense;1;0;24;42;1;55;8;0;0;12;8;0;3;4;0;5;17;1;8;0;0;21;47;0;8;30;6;9;0;0;11;341;3;0;0;5;13;0;0;0;5;3;53;35;20;0;0;3;56;88
1;2018;14;0;0;5;0;3305554;1;2018m01;Seropédica;Janeiro;0;Baixada Fluminense;0;4;24;36;4;48;3;1;0;9;6;1;3;3;0;3;5;2;3;0;0;18;37;0;3;34;17;6;0;0;3;273;3;0;0;10;10;0;0;0;0;0;28;18;11;0;0;3;45;66
2;2018;15;0;1;9;1;3302502;1;2018m01;Magé;Janeiro;2;Baixada Fluminense;0;2;34;68;4;66;5;1;0;9;9;1;3;10;1;12;16;2;5;0;0;22;77;0;5;44;22;8;0;0;10;504;3;2;0;2;21;3;0;0;4;2;76;51;14;0;0;1;84;121
0;2018;10;0;0;4;2;3303203;1;2018m01;Nilópolis;Janeiro;0;Baixada Fluminense;0;1;20;47;1;57;2;1;0;34;4;1;3;7;6;20;7;0;2;0;0;3;84;0;2;55;92;9;0;0;23;780;3;4;0;5;29;5;0;0;5;0;148;114;101;0;0;7;97;355
2;2018;5;1;0;6;0;3303609;2;2018m02;Paracambi;Fevereiro;1;Baixada Fluminense;0;5;24;22;7;51;0;1;0;3;0;0;3;1;1;2;0;1;0;0;0;6;30;0;0;12;2;0;0;0;0;108;3;0;0;2;1;2;0;0;0;0;7;6;3;0;0;1;16;16
0;2018;6;0;0;8;0;3305554;2;2018m02;Seropédica;Fevereiro;0;Baixada Fluminense;0;3;24;24;3;48;2;1;0;6;3;0;3;3;0;2;1;2;2;0;0;4;21;0;2;21;9;3;0;0;7;221;3;1;0;5;3;2;0;0;0;4;27;24;15;0;0;6;27;63
0;2018;9;0;0;7;0;3302270;3;2018m03;Japeri;Março;0;Baixada Fluminense;0;9;24;35;9;63;4;1;0;6;1;1;3;1;4;0;6;1;4;2;0;5;46;0;6;12;6;5;0;0;10;214;3;0;0;0;8;2;0;0;1;0;20;11;9;0;0;1;23;37
10;2018;20;0;2;24;0;3304144;4;2018m04;Queimados;Abril;1;Baixada Fluminense;0;7;24;47;8;55;8;1;0;15;3;1;3;7;1;7;10;1;8;2;0;7;51;0;10;25;11;3;0;0;18;406;3;0;0;9;21;4;0;0;4;1;70;45;20;0;0;15;50;115
8;2018;15;1;0;16;2;3302502;5;2018m05;Magé;Maio;3;Baixada Fluminense;0;14;34;12;18;65;10;1;0;9;6;0;3;4;1;3;8;0;10;1;0;11;26;0;11;31;2;1;0;0;14;300;3;0;0;1;12;10;0;0;6;0;56;38;7;0;0;5;49;76
12;2018;38;0;0;4;0;3303500;5;2018m05;Nova Iguaçu;Maio;1;Baixada Fluminense;0;15;20;78;16;56;17;1;0;12;12;2;3;4;3;6;19;1;17;9;0;18;100;0;26;51;33;8;0;0;38;821;3;1;0;12;34;10;0;0;21;2;201;146;82;0;0;3;83;341
7;2018;27;0;0;17;0;3302502;7;2018m07;Magé;Julho;2;Baixada Fluminense;0;12;34;21;14;65;4;1;0;10;6;0;3;4;1;3;1;1;4;1;0;21;43;0;5;18;8;2;0;0;26;300;3;0;0;4;8;4;0;0;0;0;47;39;3;0;0;3;27;66
6;2018;33;0;0;5;0;3301702;7;2018m07;Duque de Caxias;Julho;0;Baixada Fluminense;0;10;15;48;10;60;12;1;0;11;6;0;3;6;3;4;17;2;12;10;0;13;55;0;22;26;21;9;0;0;23;637;3;0;0;9;43;5;0;0;41;0;186;102;89;0;0;16;56;310
6;2018;27;1;2;4;0;3302858;10;2018m10;Mesquita;Outubro;1;Baixada Fluminense;0;8;20;48;10;53;5;1;0;23;8;0;3;6;3;10;24;4;5;0;0;13;78;0;5;44;14;2;0;0;21;663;3;2;0;1;32;6;0;0;34;0;169;103;44;0;0;5;87;236
17;2018;45;0;2;1;1;3303500;11;2018m11;Nova Iguaçu;Novembro;0;Baixada Fluminense;0;27;20;87;27;56;8;1;0;40;9;2;3;6;3;4;24;0;8;8;0;37;109;0;16;32;35;21;0;0;36;821;3;0;0;27;31;10;0;0;8;1;150;111;66;0;0;20;70;289
4;2018;11;1;0;18;1;3302007;11;2018m11;Itaguaí;Novembro;1;Baixada Fluminense;0;2;24;28;3;50;2;1;0;24;5;0;3;3;0;3;5;2;2;9;0;18;35;0;11;41;10;2;0;0;17;373;3;0;0;1;25;3;0;0;8;1;82;49;26;0;0;4;53;123
0;2018;1;0;1;4;1;3301702;11;2018m11;Duque de Caxias;Novembro;0;Baixada Fluminense;0;0;15;10;0;61;3;1;0;3;1;0;3;2;0;2;6;0;3;0;0;4;19;0;3;18;3;1;0;0;10;128;3;1;0;8;2;0;0;0;2;0;14;10;8;0;0;0;29;34
2;2018;7;0;0;7;0;3301702;12;2018m12;Duque de Caxias;Dezembro;0;Baixada Fluminense;0;3;15;30;3;62;9;1;0;10;7;0;3;7;3;6;18;1;9;3;0;9;56;0;12;22;15;4;0;0;14;434;3;1;0;18;23;2;0;0;12;0;124;89;41;0;0;4;56;201
0;2018;13;0;0;12;0;3305554;12;2018m12;Seropédica;Dezembro;0;Baixada Fluminense;0;0;24;23;0;48;2;1;0;9;0;1;3;2;0;3;3;3;2;0;0;10;26;0;2;32;10;3;0;0;6;219;3;1;0;4;5;3;0;0;5;0;24;14;14;0;0;0;40;56
3;2018;18;0;0;22;0;3302007;12;2018m12;Itaguaí;Dezembro;0;Baixada Fluminense;0;1;24;29;1;50;4;1;0;11;4;0;3;5;2;2;3;4;4;0;0;8;47;0;4;41;6;3;0;0;12;360;3;3;0;2;16;1;0;0;4;1;54;34;27;0;0;8;53;94
18;2018;97;1;2;44;0;3301702;5;2018m05;Duque de Caxias;Maio;0;Baixada Fluminense;1;19;15;154;20;59;3;1;0;116;21;4;3;27;16;69;44;3;3;3;0;42;155;0;6;147;75;3;0;0;158;2102;3;2;0;33;145;13;0;0;104;1;626;377;167;0;0;5;303;918
2;2018;18;0;0;4;1;3303203;4;2018m04;Nilópolis;Abril;1;Baixada Fluminense;0;5;20;69;6;57;1;2;0;24;5;0;3;13;5;13;10;0;1;0;0;16;62;0;1;48;28;4;0;0;28;654;3;3;0;2;45;6;0;0;8;1;189;136;84;0;0;13;90;313
5;2018;26;0;1;6;0;3302007;3;2018m03;Itaguaí;Março;1;Baixada Fluminense;0;6;24;33;7;50;2;3;0;14;6;2;3;5;3;7;8;2;2;3;0;12;54;0;5;32;12;3;0;0;15;341;3;0;0;1;9;2;0;0;10;0;53;34;25;0;0;0;55;93
9;2018;20;0;0;7;1;3301702;6;2018m06;Duque de Caxias;Junho;0;Baixada Fluminense;0;12;15;55;12;60;6;0;0;14;4;0;3;4;0;2;19;8;6;3;0;9;85;0;9;32;23;11;0;0;20;699;3;1;0;14;43;4;0;0;26;2;223;154;87;0;1;16;58;354
6;2018;16;0;2;14;4;3302502;8;2018m08;Magé;Agosto;3;Baixada Fluminense;0;2;34;46;5;66;4;0;0;16;4;0;3;6;2;3;8;3;4;0;0;23;60;0;4;30;26;4;0;0;10;424;3;0;0;1;15;0;0;0;0;0;57;42;8;0;1;4;53;92
